sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,sex-race
1,45,Greater than 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
0,29,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,Female-African-American
0,28,25 - 45,0,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,Female-African-American
1,27,25 - 45,1,0,0,0,1,F,Possession of Cannabis,0,Male-Caucasian
0,30,25 - 45,0,0,0,0,0,F,Grand Theft on 65 Yr or Older,0,Female-African-American
1,32,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,27,25 - 45,1,0,0,0,5,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,21,Less than 25,0,0,0,0,0,F,Burglary Structure Unoccup,0,Male-African-American
1,32,25 - 45,1,0,0,0,0,M,Driving License Suspended,0,Male-Caucasian
1,56,Greater than 45,0,0,0,0,3,M,arrest case no charge,0,Male-African-American
0,44,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
0,25,25 - 45,1,0,0,0,6,F,arrest case no charge,0,Female-Caucasian
0,20,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
1,35,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,24,Less than 25,0,0,0,0,0,M,Battery,0,Male-African-American
0,40,25 - 45,0,0,0,0,2,M,arrest case no charge,0,Female-Hispanic
1,38,25 - 45,0,0,0,0,9,F,Grand Theft in the 3rd Degree,1,Male-African-American
1,36,25 - 45,1,0,0,0,9,F,arrest case no charge,1,Male-Caucasian
1,23,Less than 25,0,0,0,1,2,F,Grand Theft in the 3rd Degree,0,Male-Hispanic
1,23,Less than 25,1,0,0,0,3,M,Petit Theft,1,Male-Caucasian
0,68,Greater than 45,0,0,0,0,5,F,Possession of Cocaine,0,Female-African-American
0,26,25 - 45,1,0,0,0,2,M,Battery,0,Female-Caucasian
1,51,Greater than 45,0,0,0,0,0,F,Possession of Cocaine,1,Male-African-American
1,25,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,51,Greater than 45,0,0,0,0,14,F,arrest case no charge,0,Male-African-American
1,36,25 - 45,0,0,0,0,0,M,Battery,0,Male-Other
1,20,Less than 25,0,0,0,0,0,F,Burglary Dwelling Assault/Batt,0,Male-African-American
0,31,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,Female-African-American
1,57,Greater than 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,35,25 - 45,0,0,0,0,3,F,Burglary Structure Unoccup,1,Male-Hispanic
1,39,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,24,Less than 25,0,0,1,0,1,F,Possession of Cocaine,0,Male-African-American
0,29,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Female-Hispanic
1,26,25 - 45,0,0,0,0,4,F,Burglary Dwelling Occupied,1,Male-African-American
1,60,Greater than 45,0,0,0,0,2,F,Possession of Cocaine,0,Male-African-American
1,22,Less than 25,1,0,0,1,1,F,Poss Contr Subst W/o Prescript,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,3,F,arrest case no charge,0,Male-African-American
1,28,25 - 45,0,0,0,0,2,F,arrest case no charge,0,Male-African-American
1,55,Greater than 45,1,0,0,0,0,M,Battery,1,Male-Caucasian
1,28,25 - 45,0,0,0,0,2,F,Kidnapping / Domestic Violence,1,Male-Hispanic
0,22,Less than 25,0,0,0,0,0,M,Battery,0,Female-Hispanic
1,24,Less than 25,0,0,0,0,1,M,Battery,1,Male-African-American
1,47,Greater than 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,54,Greater than 45,1,0,0,0,6,F,Aggravated Battery / Pregnant,0,Male-Caucasian
0,42,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,35,25 - 45,1,0,0,0,5,F,Cruelty to Animals,0,Male-Caucasian
1,53,Greater than 45,1,0,0,0,1,F,Dealing in Stolen Property,0,Male-Caucasian
0,31,25 - 45,0,0,0,0,2,M,Exposes Culpable Negligence,0,Female-African-American
1,23,Less than 25,0,0,0,0,4,F,Grand Theft in the 3rd Degree,0,Male-Other
1,47,Greater than 45,0,0,0,0,9,F,Felony Battery w/Prior Convict,0,Male-African-American
0,22,Less than 25,0,0,1,0,2,F,Aggrav Battery w/Deadly Weapon,0,Female-African-American
1,45,Greater than 45,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,0,Male-Hispanic
0,30,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,50,Greater than 45,0,0,0,0,0,M,Battery,0,Male-African-American
0,24,Less than 25,0,0,0,0,2,F,Possession Of Methamphetamine,1,Female-Other
0,42,25 - 45,1,0,0,0,3,F,False Ownership Info/Pawn Item,0,Female-Caucasian
1,31,25 - 45,0,0,0,0,0,M,Assault,0,Male-Hispanic
1,25,25 - 45,0,0,0,0,5,F,arrest case no charge,1,Male-African-American
1,36,25 - 45,0,0,0,0,4,F,Aggrav Battery w/Deadly Weapon,0,Male-African-American
1,28,25 - 45,1,0,0,0,5,F,Driving While License Revoked,0,Male-Caucasian
1,31,25 - 45,1,0,0,0,0,M,Battery,1,Male-Caucasian
1,23,Less than 25,0,0,0,0,0,F,Aggravated Assault W/dead Weap,0,Male-African-American
1,29,25 - 45,1,0,0,0,4,M,Viol Injunct Domestic Violence,1,Male-Caucasian
1,34,25 - 45,0,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
0,36,25 - 45,0,0,0,0,0,M,Burglary Structure Unoccup,0,Female-Hispanic
1,23,Less than 25,0,0,0,2,3,F,Grand Theft (Motor Vehicle),1,Male-African-American
1,31,25 - 45,0,0,0,0,15,F,Felony Driving While Lic Suspd,0,Male-African-American
1,53,Greater than 45,1,0,0,0,0,M,Resist/Obstruct W/O Violence,0,Male-Caucasian
1,34,25 - 45,0,0,0,0,12,F,Unauth C/P/S Sounds>1000/Audio,0,Male-African-American
0,63,Greater than 45,0,0,0,0,1,F,Possession of Cannabis,0,Female-African-American
0,21,Less than 25,0,0,0,0,0,F,Possession Of Alprazolam,1,Female-African-American
1,58,Greater than 45,1,0,0,0,4,F,Felony Petit Theft,1,Male-Caucasian
0,23,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
1,56,Greater than 45,1,0,0,0,13,F,arrest case no charge,0,Male-Caucasian
0,52,Greater than 45,1,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Female-Caucasian
1,56,Greater than 45,0,0,0,0,0,F,False Imprisonment,0,Male-African-American
0,37,25 - 45,0,0,0,0,0,M,Exposes Culpable Negligence,0,Female-African-American
0,50,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,22,Less than 25,0,0,0,0,0,F,Possession of Cocaine,1,Male-African-American
0,43,25 - 45,1,0,0,0,0,M,Battery,1,Female-Caucasian
1,30,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,29,25 - 45,0,0,0,0,0,F,Battery on a Person Over 65,0,Male-Asian
1,24,Less than 25,1,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-Caucasian
1,29,25 - 45,0,0,0,0,7,M,Battery,1,Male-African-American
0,24,Less than 25,1,0,0,0,0,F,Possession Of Heroin,0,Female-Caucasian
0,74,Greater than 45,0,0,0,0,0,F,Felony Petit Theft,0,Female-African-American
1,27,25 - 45,0,0,0,1,8,M,arrest case no charge,1,Male-African-American
1,29,25 - 45,1,0,0,0,5,F,Driving While License Revoked,0,Male-Caucasian
0,35,25 - 45,0,0,0,0,5,F,Neglect Child / No Bodily Harm,0,Female-African-American
1,36,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,26,25 - 45,1,0,0,0,2,F,Carrying Concealed Firearm,0,Male-Caucasian
0,26,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
1,28,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,51,Greater than 45,1,0,0,0,1,F,Possession Of Alprazolam,1,Male-Caucasian
0,35,25 - 45,0,0,0,0,0,M,Battery,0,Female-Hispanic
0,23,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
0,23,Less than 25,0,0,1,0,2,M,Battery,0,Female-Hispanic
0,33,25 - 45,0,0,0,0,5,F,Aggravated Assault W/Dead Weap,0,Female-African-American
1,59,Greater than 45,1,0,0,0,3,M,Battery,0,Male-Caucasian
1,26,25 - 45,1,0,0,0,4,F,Tamper With Witness/Victim/CI,1,Male-Caucasian
1,38,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Male-Other
1,28,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Male-Hispanic
1,40,25 - 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Male-Caucasian
0,26,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
0,54,Greater than 45,0,0,0,0,6,F,Felony Petit Theft,0,Female-African-American
1,31,25 - 45,1,0,0,0,4,M,Battery,1,Male-Caucasian
1,34,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,47,Greater than 45,1,0,0,0,2,F,Possession of Cocaine,0,Male-Caucasian
1,51,Greater than 45,0,0,0,1,12,F,Felony Driving While Lic Suspd,1,Male-African-American
1,25,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,0,F,Felony Battery,1,Male-Other
1,36,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,49,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Male-Caucasian
1,31,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,30,25 - 45,1,0,0,1,1,F,Uttering a Forged Instrument,0,Male-Caucasian
1,21,Less than 25,0,0,1,0,1,F,Att Burgl Unoccupied Dwel,1,Male-African-American
1,21,Less than 25,0,0,0,0,0,F,Resist Officer w/Violence,0,Male-African-American
0,65,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
0,59,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Female-Caucasian
1,59,Greater than 45,0,0,0,0,0,M,DUI Property Damage/Injury,0,Male-African-American
1,24,Less than 25,0,0,0,0,0,M,Battery,0,Male-African-American
1,40,25 - 45,0,0,0,0,0,F,Aggravated Battery,0,Male-African-American
1,34,25 - 45,0,1,0,0,10,F,Possession Of Alprazolam,1,Male-African-American
1,52,Greater than 45,0,0,0,0,1,F,Tampering With Physical Evidence,0,Male-African-American
1,38,25 - 45,0,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,1,Male-African-American
0,22,Less than 25,0,0,0,0,0,F,Poss of Methylethcathinone,0,Female-African-American
1,43,25 - 45,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,55,Greater than 45,0,0,0,0,0,F,Failure To Return Hired Vehicle,0,Male-African-American
1,26,25 - 45,0,0,0,0,2,F,Burglary Unoccupied Dwelling,0,Male-African-American
1,23,Less than 25,1,0,0,1,1,M,DUI Property Damage/Injury,0,Male-Caucasian
0,47,Greater than 45,0,0,0,0,0,F,Aggravated Assault W/dead Weap,0,Female-Other
1,26,25 - 45,0,0,0,0,0,F,Felony Batt(Great Bodily Harm),0,Male-African-American
1,21,Less than 25,1,0,0,1,0,M,Burglary Structure Unoccup,0,Male-Caucasian
0,32,25 - 45,1,0,0,1,0,M,Battery,0,Female-Caucasian
1,51,Greater than 45,0,0,0,0,3,F,Possession of Cocaine,0,Male-African-American
1,35,25 - 45,1,0,0,0,2,F,Possession Of Amphetamine,0,Male-Caucasian
0,37,25 - 45,0,0,0,0,3,F,arrest case no charge,0,Female-African-American
1,24,Less than 25,0,0,0,0,0,M,Battery,1,Male-African-American
0,33,25 - 45,0,0,0,0,3,M,Battery,0,Female-African-American
0,30,25 - 45,1,0,0,0,4,F,arrest case no charge,0,Female-Caucasian
0,42,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
0,40,25 - 45,0,0,0,0,15,F,arrest case no charge,1,Female-African-American
1,21,Less than 25,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Male-African-American
1,24,Less than 25,1,0,0,0,0,F,Possession of Cannabis,0,Male-Caucasian
1,41,25 - 45,0,0,0,0,0,F,Driving While License Revoked,0,Male-African-American
1,39,25 - 45,0,0,0,0,1,F,Possession of Cannabis,0,Male-African-American
0,24,Less than 25,0,0,0,0,3,F,Grand Theft in the 3rd Degree,0,Female-African-American
0,24,Less than 25,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Female-African-American
0,26,25 - 45,0,0,0,0,4,M,Battery,1,Female-Other
1,44,25 - 45,0,0,0,0,0,M,Viol Injunct Domestic Violence,0,Male-African-American
1,42,25 - 45,1,0,0,0,0,F,Possession of LSD,0,Male-Caucasian
1,45,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Male-Caucasian
1,25,25 - 45,0,0,1,0,7,F,Resist Officer w/Violence,1,Male-African-American
1,33,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,25,25 - 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,32,25 - 45,0,0,1,0,5,F,arrest case no charge,0,Male-African-American
1,23,Less than 25,0,0,0,0,0,F,Deliver Cannabis,0,Male-African-American
1,39,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,27,25 - 45,0,0,0,0,12,F,Grand Theft Firearm,1,Male-African-American
0,35,25 - 45,1,0,0,0,4,M,Battery,0,Female-Caucasian
0,38,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,30,25 - 45,0,0,0,0,4,F,arrest case no charge,0,Male-African-American
1,30,25 - 45,1,0,0,0,1,F,Burglary Unoccupied Dwelling,0,Male-Caucasian
0,30,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,31,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,34,25 - 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Male-Other
0,25,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
0,26,25 - 45,1,0,0,0,1,F,Possession of Cocaine,0,Female-Caucasian
0,37,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,34,25 - 45,1,0,0,1,3,M,Viol Prot Injunc Repeat Viol,0,Male-Caucasian
0,38,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,Female-Hispanic
0,31,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
0,29,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Female-Caucasian
1,22,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
0,51,Greater than 45,0,0,0,0,0,M,Battery,0,Female-Hispanic
1,47,Greater than 45,0,0,0,0,0,F,Poss Pyrrolidinovalerophenone,1,Male-African-American
1,21,Less than 25,0,0,0,0,1,M,Resist/Obstruct W/O Violence,0,Male-African-American
1,23,Less than 25,0,0,0,1,5,F,Grand Theft in the 3rd Degree,1,Male-African-American
1,23,Less than 25,0,0,0,0,0,M,Battery,0,Male-Other
0,24,Less than 25,1,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,Female-Caucasian
0,23,Less than 25,0,0,0,0,0,M,Possess Drug Paraphernalia,0,Female-Hispanic
0,19,Less than 25,0,0,0,0,0,M,Criminal Mischief Damage <$200,1,Female-African-American
1,32,25 - 45,1,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Male-Caucasian
0,39,25 - 45,1,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Female-Caucasian
1,33,25 - 45,0,0,0,0,2,F,Tamper With Witness,0,Male-African-American
0,36,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
0,40,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Female-Caucasian
1,53,Greater than 45,0,0,0,0,4,F,Possession of Cocaine,0,Male-African-American
0,28,25 - 45,1,0,0,0,0,M,Assault,0,Female-Caucasian
1,38,25 - 45,0,0,0,0,2,M,Driving Under The Influence,0,Male-Hispanic
1,55,Greater than 45,1,0,0,0,0,F,Battery on a Person Over 65,0,Male-Caucasian
1,22,Less than 25,0,1,0,0,1,M,Battery,0,Male-African-American
0,34,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,55,Greater than 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,24,Less than 25,0,0,0,0,2,F,arrest case no charge,0,Male-Hispanic
1,41,25 - 45,0,0,0,0,0,M,Battery,0,Male-Other
1,41,25 - 45,0,0,0,0,0,F,Possession of Cocaine,0,Male-Hispanic
1,61,Greater than 45,0,0,0,0,12,F,Felony Battery w/Prior Convict,0,Male-African-American
1,57,Greater than 45,0,0,0,0,3,F,Aggravated Assault W/dead Weap,0,Male-African-American
0,38,25 - 45,1,0,0,0,2,M,Battery,0,Female-Caucasian
1,23,Less than 25,0,0,0,0,0,F,Fleeing Or Attmp Eluding A Leo,1,Male-African-American
1,23,Less than 25,1,0,0,0,3,F,Aggrav Battery w/Deadly Weapon,0,Male-Caucasian
1,20,Less than 25,0,0,0,0,0,F,Deliver Cannabis,0,Male-African-American
1,44,25 - 45,1,0,0,0,1,F,Possession of Cocaine,0,Male-Caucasian
0,38,25 - 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Female-Caucasian
1,32,25 - 45,0,0,0,0,0,F,Neglect Child / No Bodily Harm,0,Male-Other
1,29,25 - 45,0,0,0,0,0,F,Driving While License Revoked,0,Male-African-American
1,23,Less than 25,0,0,0,0,3,F,Grand Theft (Motor Vehicle),1,Male-African-American
1,24,Less than 25,1,0,0,1,1,F,Possession of Morphine,0,Male-Caucasian
1,45,Greater than 45,0,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Other
1,21,Less than 25,0,0,1,0,2,F,Possession of Cannabis,0,Male-African-American
0,29,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,25,25 - 45,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",0,Male-African-American
1,46,Greater than 45,0,0,0,0,13,F,Grand Theft in the 3rd Degree,0,Male-Hispanic
1,27,25 - 45,1,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,37,25 - 45,0,0,0,0,1,F,Aggravated Battery On 65/Older,0,Male-Hispanic
1,21,Less than 25,1,0,0,0,0,F,False Ownership Info/Pawn Item,1,Male-Caucasian
0,28,25 - 45,0,0,0,0,4,F,arrest case no charge,0,Female-African-American
0,28,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,58,Greater than 45,1,0,0,0,3,M,DUI - Enhanced,0,Male-Caucasian
1,22,Less than 25,1,0,0,0,0,F,Harm Public Servant Or Family,1,Male-Caucasian
1,31,25 - 45,0,0,0,0,5,F,Cruelty Toward Child,0,Male-African-American
1,33,25 - 45,0,0,0,0,0,F,Burglary Dwelling Assault/Batt,0,Male-African-American
0,23,Less than 25,0,0,1,0,1,M,Battery,0,Female-African-American
1,32,25 - 45,1,0,0,0,11,F,Felony Battery w/Prior Convict,0,Male-Caucasian
1,22,Less than 25,1,0,0,0,0,F,"Deliver 3,4 Methylenediox",0,Male-Caucasian
0,35,25 - 45,0,0,0,0,2,F,Aggrav Child Abuse-Agg Battery,0,Female-African-American
1,35,25 - 45,0,0,0,0,2,F,Aggravated Assault w/Firearm,0,Male-Hispanic
0,54,Greater than 45,1,0,0,0,1,M,Petit Theft,0,Female-Caucasian
1,29,25 - 45,1,0,0,0,0,F,Aggravated Battery,0,Male-Caucasian
0,36,25 - 45,0,0,0,0,0,M,arrest case no charge,0,Female-African-American
1,25,25 - 45,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,Male-African-American
1,29,25 - 45,0,0,0,0,2,M,Fail Register Vehicle,0,Male-African-American
1,31,25 - 45,0,0,0,0,0,F,Possession of Cocaine,1,Male-Hispanic
1,39,25 - 45,1,0,0,0,0,M,Assault,0,Male-Caucasian
0,23,Less than 25,0,0,0,0,0,F,Possession of Hydrocodone,0,Female-African-American
0,23,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
0,37,25 - 45,0,0,0,0,0,M,Battery,0,Female-Hispanic
1,30,25 - 45,0,0,1,0,9,F,Criminal Mischief,1,Male-African-American
1,23,Less than 25,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Male-African-American
0,27,25 - 45,0,0,0,0,0,F,Neglect Child / Bodily Harm,1,Female-African-American
1,38,25 - 45,0,0,1,0,10,M,Possess Cannabis 1000FTSch,0,Male-African-American
1,42,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,31,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,43,25 - 45,0,0,0,0,1,M,Battery,1,Male-African-American
1,39,25 - 45,1,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,Male-Caucasian
1,31,25 - 45,0,0,0,0,0,M,Aggravated Assault W/dead Weap,0,Male-African-American
0,33,25 - 45,0,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,Female-African-American
1,23,Less than 25,0,0,0,0,1,F,Aggravated Battery / Pregnant,1,Male-African-American
0,29,25 - 45,1,0,0,0,0,F,Consp Traff Oxycodone  4g><14g,0,Female-Caucasian
1,62,Greater than 45,1,0,0,0,2,F,Solicit Deliver Cocaine,0,Male-Caucasian
0,44,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,30,25 - 45,0,0,0,0,0,F,Carrying Concealed Firearm,0,Male-African-American
1,51,Greater than 45,1,0,0,0,3,F,Grand Theft (Motor Vehicle),0,Male-Caucasian
1,21,Less than 25,0,0,0,0,0,F,Burglary Conveyance Unoccup,0,Male-African-American
1,27,25 - 45,0,0,0,0,3,F,Carrying Concealed Firearm,1,Male-African-American
1,28,25 - 45,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,Male-Hispanic
0,31,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Female-African-American
0,49,Greater than 45,1,0,0,0,2,F,Possession of Cocaine,0,Female-Caucasian
0,41,25 - 45,0,0,0,0,2,F,arrest case no charge,0,Female-Other
1,20,Less than 25,1,0,0,5,0,M,Battery,0,Male-Caucasian
1,23,Less than 25,0,0,1,0,4,F,arrest case no charge,1,Male-African-American
1,26,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,28,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,52,Greater than 45,0,0,0,0,4,M,Battery,0,Male-African-American
1,36,25 - 45,0,0,0,0,1,M,Viol Injunct Domestic Violence,0,Male-Hispanic
1,22,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,24,Less than 25,1,0,0,2,2,F,Possession of Cannabis,0,Male-Caucasian
0,34,25 - 45,0,0,0,0,6,F,arrest case no charge,0,Female-African-American
1,51,Greater than 45,0,0,0,0,8,M,Consume Alcoholic Bev Pub,0,Male-African-American
1,28,25 - 45,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,23,Less than 25,1,0,0,0,0,F,Poss Unlaw Issue Id,0,Male-Caucasian
1,25,25 - 45,1,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,0,Male-Caucasian
1,28,25 - 45,1,0,0,0,2,F,Possession of Cocaine,0,Male-Caucasian
0,32,25 - 45,0,0,0,0,0,M,Battery,1,Female-African-American
1,35,25 - 45,0,0,0,0,7,F,arrest case no charge,0,Male-African-American
1,33,25 - 45,0,0,0,0,16,M,Susp Drivers Lic 1st Offense,1,Male-African-American
1,30,25 - 45,0,0,0,0,1,F,Burglary Dwelling Occupied,0,Male-Other
0,58,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Female-Caucasian
1,22,Less than 25,0,0,0,0,2,F,Felony Battery (Dom Strang),0,Male-African-American
1,28,25 - 45,1,0,0,0,2,F,Possession of Oxycodone,1,Male-Caucasian
1,26,25 - 45,0,0,1,0,6,F,Poss Pyrrolidinovalerophenone,1,Male-African-American
1,23,Less than 25,1,0,0,0,0,F,Deliver Cannabis,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,0,F,arrest case no charge,0,Male-African-American
1,25,25 - 45,0,0,0,0,1,F,Uttering Forged Bills,0,Male-African-American
1,40,25 - 45,0,0,0,0,2,M,Assault,0,Male-Native American
1,56,Greater than 45,0,0,0,0,1,F,Driving While License Revoked,0,Male-African-American
1,36,25 - 45,0,0,0,0,0,F,Introduce Contraband Into Jail,0,Male-African-American
1,51,Greater than 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
0,35,25 - 45,0,2,0,0,9,F,arrest case no charge,0,Female-African-American
1,22,Less than 25,1,0,1,0,2,F,Poss F/Arm Delinq,1,Male-Caucasian
1,25,25 - 45,1,0,0,1,3,F,"Poss3,4 Methylenedioxymethcath",0,Male-Caucasian
0,52,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,35,25 - 45,0,0,0,0,0,F,Burglary Conveyance Unoccup,0,Male-Hispanic
0,24,Less than 25,1,0,0,0,0,F,Possession of Hydrocodone,0,Female-Caucasian
1,57,Greater than 45,0,0,0,0,0,F,Aggravated Assault,0,Male-Other
1,38,25 - 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,1,M,Operating W/O Valid License,0,Male-Hispanic
1,34,25 - 45,0,0,0,0,2,F,Possession of Cannabis,0,Male-African-American
0,24,Less than 25,1,0,0,0,0,F,Neglect Child / No Bodily Harm,0,Female-Caucasian
1,49,Greater than 45,1,0,0,0,4,M,Battery Spouse Or Girlfriend,1,Male-Caucasian
1,55,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,55,Greater than 45,0,0,0,0,10,M,Battery,1,Male-African-American
1,32,25 - 45,0,0,0,0,9,F,Burglary Dwelling Occupied,0,Male-African-American
1,55,Greater than 45,1,0,0,0,0,F,Driving While License Revoked,0,Male-Caucasian
1,23,Less than 25,0,0,0,0,3,M,Battery,0,Male-African-American
1,54,Greater than 45,1,0,0,0,2,F,arrest case no charge,1,Male-Caucasian
1,40,25 - 45,0,0,0,0,0,F,Delivery Of Drug Paraphernalia,0,Male-Asian
1,27,25 - 45,0,0,0,0,0,M,Battery,1,Male-African-American
0,29,25 - 45,0,0,0,0,5,F,Felony Battery (Dom Strang),0,Female-African-American
0,45,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,25,25 - 45,0,0,0,0,2,M,Disorderly Conduct,0,Male-Other
