sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex-race
Male,58,Greater than 45,Caucasian,0,0,0,1,M,Battery,1,Low,0,Male-Caucasian
Male,53,Greater than 45,Caucasian,0,0,0,2,F,Fail Sex Offend Report Bylaw,4,Low,0,Male-Caucasian
Male,35,25 - 45,African-American,0,0,0,6,F,Uttering a Forged Instrument,8,High,1,Male-African-American
Male,39,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,36,25 - 45,Hispanic,0,0,0,1,M,Extradition/Defendants,9,High,0,Male-Hispanic
Male,37,25 - 45,African-American,0,0,0,0,M,Tresspass Struct/Conveyance,2,Low,0,Male-African-American
Male,39,25 - 45,Caucasian,0,0,0,0,F,Fleeing Or Attmp Eluding A Leo,1,Low,0,Male-Caucasian
Female,52,Greater than 45,Caucasian,0,0,0,3,M,Driving Under The Influence,1,Low,0,Female-Caucasian
Male,60,Greater than 45,Other,0,0,0,1,M,Battery,1,Low,0,Male-Other
Male,37,25 - 45,Hispanic,0,0,0,2,M,Aggravated Battery / Pregnant,1,Low,0,Male-Hispanic
Male,23,Less than 25,African-American,0,0,0,6,F,Possession of Cocaine,6,Medium,1,Male-African-American
Male,28,25 - 45,African-American,0,0,0,5,F,Possession of Cocaine,4,Low,0,Male-African-American
Male,38,25 - 45,Caucasian,0,0,0,12,F,Grand Theft of the 2nd Degree,5,Medium,0,Male-Caucasian
Male,42,25 - 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),5,Medium,0,Male-African-American
Female,25,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low,0,Female-Caucasian
Male,32,25 - 45,African-American,0,0,0,7,F,Grand Theft (Motor Vehicle),9,High,1,Male-African-American
Female,35,25 - 45,Caucasian,0,0,0,1,M,Battery,5,Medium,0,Female-Caucasian
Male,37,25 - 45,Caucasian,0,0,0,0,F,Burglary Conveyance Unoccup,5,Medium,0,Male-Caucasian
Female,33,25 - 45,African-American,0,0,0,2,F,Failure To Return Hired Vehicle,2,Low,0,Female-African-American
Female,51,Greater than 45,Caucasian,0,0,0,4,F,arrest case no charge,3,Low,0,Female-Caucasian
Male,39,25 - 45,Caucasian,0,0,0,3,F,Possession of Hydromorphone,4,Low,0,Male-Caucasian
Male,35,25 - 45,Hispanic,0,0,0,5,M,Viol Pretrial Release Dom Viol,6,Medium,1,Male-Hispanic
Male,40,25 - 45,African-American,0,0,0,3,F,Felony Battery (Dom Strang),7,Medium,0,Male-African-American
Male,37,25 - 45,Other,0,0,0,0,M,Battery,1,Low,0,Male-Other
Male,47,Greater than 45,Caucasian,0,0,0,5,M,Viol Injunct Domestic Violence,3,Low,1,Male-Caucasian
Female,23,Less than 25,Caucasian,0,0,0,0,M,Poss Of Controlled Substance,7,Medium,0,Female-Caucasian
Male,63,Greater than 45,Caucasian,0,0,0,10,F,Corrupt Public Servant,4,Low,1,Male-Caucasian
Male,38,25 - 45,African-American,0,1,0,16,F,Poss of Cocaine W/I/D/S 1000FT Park,9,High,1,Male-African-American
Male,31,25 - 45,African-American,0,0,0,4,F,Tampering With Physical Evidence,8,High,1,Male-African-American
Male,23,Less than 25,African-American,0,0,0,0,F,"Deliver 3,4 Methylenediox",3,Low,0,Male-African-American
Male,38,25 - 45,Hispanic,0,0,0,1,M,Operating W/O Valid License,5,Medium,0,Male-Hispanic
Female,47,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,22,Less than 25,Caucasian,0,0,0,1,F,Grand Theft (Motor Vehicle),4,Low,0,Male-Caucasian
Female,65,Greater than 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Female-Caucasian
Female,22,Less than 25,African-American,0,0,0,0,M,Battery,3,Low,0,Female-African-American
Male,34,25 - 45,Hispanic,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-Hispanic
Female,38,25 - 45,Hispanic,0,0,0,0,F,Felony Driving While Lic Suspd,1,Low,0,Female-Hispanic
Male,49,Greater than 45,Hispanic,0,0,0,0,F,Resist Officer w/Violence,1,Low,0,Male-Hispanic
Male,34,25 - 45,African-American,0,0,0,5,F,Agg Assault W/int Com Fel Dome,1,Low,0,Male-African-American
Male,21,Less than 25,African-American,0,1,2,1,F,Carrying Concealed Firearm,7,Medium,0,Male-African-American
Male,46,Greater than 45,African-American,0,0,0,9,F,Pos Cannabis W/Intent Sel/Del,4,Low,0,Male-African-American
Male,57,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,4,Low,0,Male-Caucasian
Male,40,25 - 45,African-American,0,0,0,21,F,Felony Battery,5,Medium,0,Male-African-American
Female,30,25 - 45,African-American,0,0,0,1,F,arrest case no charge,2,Low,0,Female-African-American
Male,21,Less than 25,Caucasian,0,1,0,4,M,Battery,7,Medium,1,Male-Caucasian
Female,39,25 - 45,African-American,0,2,0,22,F,Possession of Cocaine,10,High,1,Female-African-American
Male,24,Less than 25,African-American,0,0,0,0,F,Aggravated Assault W/dead Weap,3,Low,0,Male-African-American
Female,45,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,51,Greater than 45,African-American,0,0,0,3,F,DWI w/Inj Susp Lic / Habit Off,3,Low,0,Male-African-American
Male,27,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Male,32,25 - 45,African-American,0,0,0,1,F,arrest case no charge,2,Low,0,Male-African-American
Male,49,Greater than 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Male-Caucasian
Male,29,25 - 45,African-American,0,0,0,2,F,Grand Theft in the 3rd Degree,3,Low,0,Male-African-American
Male,30,25 - 45,Asian,0,0,0,6,M,Battery,3,Low,0,Male-Asian
Male,30,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,4,Low,0,Male-Caucasian
Male,33,25 - 45,African-American,0,0,0,4,F,Felony Driving While Lic Suspd,6,Medium,0,Male-African-American
Male,28,25 - 45,African-American,0,0,0,1,M,Battery,2,Low,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,1,F,Stalking (Aggravated),8,High,0,Male-African-American
Male,38,25 - 45,Caucasian,0,0,0,0,M,DUI Blood Alcohol Above 0.20,1,Low,0,Male-Caucasian
Male,37,25 - 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),3,Low,0,Male-Caucasian
Male,30,25 - 45,Hispanic,0,0,0,0,F,Agg Battery Grt/Bod/Harm,2,Low,0,Male-Hispanic
Male,51,Greater than 45,African-American,1,0,1,19,F,Felony Petit Theft,9,High,0,Male-African-American
Male,65,Greater than 45,African-American,0,0,0,7,M,Possess Cannabis/20 Grams Or Less,5,Medium,0,Male-African-American
Female,32,25 - 45,African-American,0,0,0,1,M,Battery,1,Low,0,Female-African-American
Male,35,25 - 45,African-American,0,0,0,1,F,Poss Contr Subst W/o Prescript,4,Low,0,Male-African-American
Male,57,Greater than 45,Caucasian,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,1,Low,0,Male-Caucasian
Male,26,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,3,Low,0,Male-Caucasian
Female,36,25 - 45,African-American,2,0,0,4,M,Battery,6,Medium,1,Female-African-American
Male,35,25 - 45,Caucasian,0,0,0,3,F,Possession of Cocaine,5,Medium,1,Male-Caucasian
Male,33,25 - 45,African-American,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Low,0,Male-African-American
Male,47,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Female,53,Greater than 45,Hispanic,0,0,0,0,M,Battery,1,Low,0,Female-Hispanic
Female,36,25 - 45,African-American,0,0,0,1,F,Possession of Cocaine,3,Low,1,Female-African-American
Female,25,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low,0,Female-Caucasian
Male,52,Greater than 45,Hispanic,0,0,0,10,F,Felony Battery w/Prior Convict,6,Medium,0,Male-Hispanic
Male,45,Greater than 45,African-American,1,0,1,20,M,arrest case no charge,7,Medium,0,Male-African-American
Male,42,25 - 45,African-American,0,0,0,10,M,Driving License Suspended,5,Medium,1,Male-African-American
Male,49,Greater than 45,African-American,0,0,0,4,F,Possession of Cocaine,4,Low,0,Male-African-American
Male,40,25 - 45,Caucasian,0,0,0,0,M,Petit Theft,8,High,1,Male-Caucasian
Male,23,Less than 25,African-American,0,0,0,0,F,Felony Battery (Dom Strang),5,Medium,0,Male-African-American
Male,31,25 - 45,Caucasian,0,0,0,3,M,Battery,5,Medium,0,Male-Caucasian
Female,28,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Female-African-American
Male,45,Greater than 45,Caucasian,0,0,0,0,F,Att Burgl Unoccupied Dwel,1,Low,0,Male-Caucasian
Male,39,25 - 45,African-American,0,0,0,7,F,Aggravated Battery / Pregnant,8,High,1,Male-African-American
Male,24,Less than 25,African-American,0,1,0,1,F,Grand Theft in the 3rd Degree,2,Low,0,Male-African-American
Male,46,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,3,F,Resist Officer w/Violence,1,Low,0,Male-Caucasian
Female,34,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Female-Caucasian
Male,34,25 - 45,Hispanic,0,0,0,3,M,Battery,2,Low,0,Male-Hispanic
Male,29,25 - 45,African-American,0,0,0,0,M,Battery,6,Medium,0,Male-African-American
Female,55,Greater than 45,African-American,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1,Low,0,Female-African-American
Male,26,25 - 45,African-American,0,0,0,0,M,arrest case no charge,3,Low,0,Male-African-American
Male,24,Less than 25,African-American,0,0,0,1,F,Possession of Codeine,7,Medium,0,Male-African-American
Male,29,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Male,31,25 - 45,Other,0,0,0,0,M,Battery,2,Low,0,Male-Other
Male,26,25 - 45,Caucasian,1,0,0,2,F,Possession of Cannabis,6,Medium,0,Male-Caucasian
Male,54,Greater than 45,Caucasian,0,0,0,2,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,33,25 - 45,African-American,0,0,0,14,F,Possession of Cocaine,8,High,1,Male-African-American
Male,35,25 - 45,African-American,0,1,0,8,F,Driving While License Revoked,9,High,0,Male-African-American
Male,25,25 - 45,African-American,0,0,0,0,F,Felony Driving While Lic Suspd,2,Low,0,Male-African-American
Male,25,25 - 45,African-American,0,0,0,0,F,"Del 3,4 Methylenedioxymethcath",5,Medium,0,Male-African-American
Male,53,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,41,25 - 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-Caucasian
Male,24,Less than 25,Caucasian,0,0,0,1,F,Possession Of Amphetamine,4,Low,0,Male-Caucasian
Male,23,Less than 25,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Male,42,25 - 45,African-American,0,0,0,0,F,Driving While License Revoked,1,Low,0,Male-African-American
Female,32,25 - 45,African-American,0,0,0,3,M,Battery on Law Enforc Officer,6,Medium,0,Female-African-American
Male,40,25 - 45,African-American,0,0,0,13,F,arrest case no charge,9,High,0,Male-African-American
Male,27,25 - 45,African-American,0,0,0,2,F,Lease For Purpose Trafficking,3,Low,0,Male-African-American
Male,32,25 - 45,African-American,0,0,0,1,M,DUI Blood Alcohol Above 0.20,4,Low,1,Male-African-American
Male,29,25 - 45,Caucasian,0,0,0,2,F,Felony Battery (Dom Strang),2,Low,0,Male-Caucasian
Male,49,Greater than 45,African-American,0,0,0,0,M,Poss Of RX Without RX,1,Low,0,Male-African-American
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Lewd or Lascivious Molestation,1,Low,0,Male-Caucasian
Female,28,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,7,Medium,0,Female-Caucasian
Male,25,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,1,Male-African-American
Male,25,25 - 45,African-American,0,0,0,4,M,Battery,3,Low,1,Male-African-American
Male,45,Greater than 45,Caucasian,0,0,0,2,F,Possession of Cocaine,1,Low,0,Male-Caucasian
Male,37,25 - 45,Other,0,0,0,2,F,Lewd/Lasciv Molest Elder Persn,1,Low,0,Male-Other
Male,24,Less than 25,Hispanic,0,0,0,0,M,Battery,2,Low,0,Male-Hispanic
Male,40,25 - 45,Caucasian,0,0,0,2,M,arrest case no charge,1,Low,0,Male-Caucasian
Female,33,25 - 45,Hispanic,0,0,0,0,F,Agg Battery Grt/Bod/Harm,2,Low,0,Female-Hispanic
Male,53,Greater than 45,Hispanic,0,0,0,18,F,arrest case no charge,2,Low,0,Male-Hispanic
Male,55,Greater than 45,Hispanic,0,0,0,0,M,Viol Injunct Domestic Violence,1,Low,0,Male-Hispanic
Male,30,25 - 45,Other,0,0,0,6,F,Aggravated Assault W/Dead Weap,9,High,1,Male-Other
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Female,23,Less than 25,African-American,0,0,0,1,F,arrest case no charge,3,Low,0,Female-African-American
Male,32,25 - 45,Caucasian,0,0,0,2,F,Aggravated Assault W/dead Weap,1,Low,0,Male-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,3,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,22,Less than 25,African-American,0,1,0,1,F,Burglary Dwelling Occupied,6,Medium,0,Male-African-American
Male,47,Greater than 45,Caucasian,0,0,0,2,F,Dealing in Stolen Property,1,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,5,F,Grand Theft in the 3rd Degree,8,High,0,Male-African-American
Male,34,25 - 45,African-American,0,0,0,4,M,Battery,2,Low,0,Male-African-American
Male,65,Greater than 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Male-Caucasian
Female,23,Less than 25,Caucasian,0,0,0,0,M,Battery,3,Low,0,Female-Caucasian
Female,44,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,24,Less than 25,African-American,0,0,0,1,M,Battery,3,Low,0,Male-African-American
Male,51,Greater than 45,Caucasian,0,0,0,1,M,Battery,2,Low,0,Male-Caucasian
Male,39,25 - 45,Caucasian,0,0,0,6,F,arrest case no charge,6,Medium,0,Male-Caucasian
Male,24,Less than 25,Caucasian,0,0,0,1,F,Aggravated Assault W/Dead Weap,6,Medium,0,Male-Caucasian
Male,31,25 - 45,African-American,0,0,2,11,F,Poss Pyrrolidinovalerophenone,10,High,1,Male-African-American
Female,35,25 - 45,African-American,0,0,0,0,M,Petit Theft $100- $300,2,Low,0,Female-African-American
Male,30,25 - 45,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-Other
Female,39,25 - 45,African-American,0,0,0,4,F,Aggravated Assault W/Dead Weap,6,Medium,0,Female-African-American
Male,51,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-Caucasian
Male,22,Less than 25,Caucasian,0,0,1,1,F,arrest case no charge,7,Medium,0,Male-Caucasian
Male,29,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,33,25 - 45,Caucasian,0,0,0,3,M,Battery,4,Low,1,Male-Caucasian
Male,54,Greater than 45,Other,0,0,0,0,F,Aggravated Assault,1,Low,0,Male-Other
Male,48,Greater than 45,African-American,0,0,0,10,F,Grand Theft in the 3rd Degree,4,Low,0,Male-African-American
Male,23,Less than 25,African-American,0,0,0,0,M,Battery,8,High,0,Male-African-American
Male,23,Less than 25,Caucasian,0,0,0,2,F,Grand Theft in the 3rd Degree,7,Medium,1,Male-Caucasian
Male,47,Greater than 45,Asian,0,0,0,1,M,Battery,1,Low,0,Male-Asian
Male,21,Less than 25,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low,0,Male-Other
Male,48,Greater than 45,Caucasian,0,0,0,2,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,50,Greater than 45,Caucasian,0,0,0,3,F,Felony Battery (Dom Strang),3,Low,0,Male-Caucasian
Male,49,Greater than 45,African-American,2,0,0,13,F,Driving While License Revoked,3,Low,0,Male-African-American
Male,58,Greater than 45,Caucasian,0,0,0,2,F,Resist Officer w/Violence,5,Medium,0,Male-Caucasian
Male,31,25 - 45,African-American,0,0,0,6,F,Possession of Cocaine,8,High,0,Male-African-American
Male,23,Less than 25,African-American,0,0,2,1,M,Battery,7,Medium,0,Male-African-American
Male,33,25 - 45,Other,0,0,0,0,F,arrest case no charge,1,Low,1,Male-Other
Male,57,Greater than 45,Caucasian,0,0,0,6,F,Grand Theft in the 3rd Degree,2,Low,0,Male-Caucasian
Female,31,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Female-Caucasian
Male,57,Greater than 45,African-American,0,0,0,19,F,Possession of Cocaine,6,Medium,0,Male-African-American
Male,57,Greater than 45,Caucasian,0,0,0,12,M,DUI - Enhanced,5,Medium,0,Male-Caucasian
Male,45,Greater than 45,African-American,0,0,0,11,F,Felony Battery w/Prior Convict,3,Low,0,Male-African-American
Male,42,25 - 45,Caucasian,0,0,0,0,F,Tampering With Physical Evidence,5,Medium,0,Male-Caucasian
Male,48,Greater than 45,Other,0,0,0,7,F,Carrying Concealed Firearm,2,Low,0,Male-Other
Female,28,25 - 45,Caucasian,0,0,0,0,F,Driving While License Revoked,2,Low,0,Female-Caucasian
Male,25,25 - 45,African-American,0,0,0,1,M,Battery,2,Low,1,Male-African-American
Female,34,25 - 45,Caucasian,0,0,0,3,M,Battery,5,Medium,0,Female-Caucasian
Male,27,25 - 45,African-American,0,0,0,0,F,Tampering With Physical Evidence,2,Low,0,Male-African-American
Male,39,25 - 45,African-American,0,0,0,4,F,Aggrav Child Abuse-Agg Battery,4,Low,0,Male-African-American
Male,27,25 - 45,African-American,0,0,0,4,F,arrest case no charge,5,Medium,1,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,2,F,Aggravated Assault W/Dead Weap,9,High,1,Male-Caucasian
Male,27,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Male,29,25 - 45,African-American,0,0,0,4,F,Felony Driving While Lic Suspd,2,Low,0,Male-African-American
Male,27,25 - 45,African-American,0,0,0,7,F,Driving While License Revoked,6,Medium,0,Male-African-American
Female,24,Less than 25,Caucasian,0,0,0,0,F,Uttering a Forged Instrument,8,High,0,Female-Caucasian
Male,20,Less than 25,Caucasian,0,0,0,0,F,Child Abuse,3,Low,0,Male-Caucasian
Female,23,Less than 25,Caucasian,0,0,0,0,F,Possession of Cocaine,3,Low,0,Female-Caucasian
Female,48,Greater than 45,African-American,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Female-African-American
Female,41,25 - 45,Caucasian,0,0,0,3,F,Driving While License Revoked,5,Medium,0,Female-Caucasian
Female,22,Less than 25,Caucasian,0,0,0,2,F,arrest case no charge,3,Low,0,Female-Caucasian
Male,32,25 - 45,African-American,0,0,0,7,F,Felony Driving While Lic Suspd,1,Low,0,Male-African-American
Male,44,25 - 45,African-American,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-African-American
Male,60,Greater than 45,African-American,0,0,0,3,M,DUI - Enhanced,1,Low,0,Male-African-American
Male,49,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low,0,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,10,M,Battery,4,Low,1,Male-African-American
Male,52,Greater than 45,Caucasian,0,0,0,0,F,Manufacture Cannabis,1,Low,0,Male-Caucasian
Male,34,25 - 45,African-American,0,0,0,0,F,Poss Wep Conv Felon,10,High,0,Male-African-American
Male,55,Greater than 45,African-American,0,0,0,5,F,Felony Battery w/Prior Convict,4,Low,1,Male-African-American
Male,33,25 - 45,African-American,0,0,0,0,M,Resist/Obstruct W/O Violence,7,Medium,0,Male-African-American
Female,27,25 - 45,African-American,0,0,0,0,M,Assault,2,Low,0,Female-African-American
Male,33,25 - 45,Caucasian,0,0,0,0,F,Burglary Assault/Battery Armed,2,Low,0,Male-Caucasian
Male,26,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,0,M,DWLS Canceled Disqul 1st Off,5,Medium,0,Male-African-American
Male,32,25 - 45,African-American,0,0,0,1,M,Driving Under The Influence,3,Low,0,Male-African-American
Male,37,25 - 45,Caucasian,0,0,0,4,M,Battery,1,Low,0,Male-Caucasian
Male,31,25 - 45,African-American,0,0,0,15,F,arrest case no charge,10,High,0,Male-African-American
Male,31,25 - 45,African-American,0,0,0,6,F,arrest case no charge,4,Low,0,Male-African-American
Female,36,25 - 45,Caucasian,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,3,Low,0,Female-Caucasian
Female,37,25 - 45,African-American,0,0,0,1,F,Burglary With Assault/battery,1,Low,0,Female-African-American
Male,34,25 - 45,Caucasian,0,0,0,5,M,Petit Theft,2,Low,1,Male-Caucasian
Female,45,Greater than 45,African-American,0,0,0,1,F,Driving While License Revoked,1,Low,0,Female-African-American
Male,70,Greater than 45,African-American,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-African-American
Male,23,Less than 25,African-American,1,0,0,4,F,arrest case no charge,9,High,0,Male-African-American
Male,27,25 - 45,Caucasian,0,0,0,5,M,Driving License Suspended,4,Low,0,Male-Caucasian
Male,26,25 - 45,African-American,0,0,0,0,M,Battery,5,Medium,0,Male-African-American
Female,23,Less than 25,Caucasian,0,0,0,2,M,Battery,6,Medium,0,Female-Caucasian
Female,46,Greater than 45,Caucasian,0,0,0,1,F,Felony Batt(Great Bodily Harm),2,Low,0,Female-Caucasian
Female,27,25 - 45,African-American,1,0,0,1,F,arrest case no charge,5,Medium,0,Female-African-American
Male,45,Greater than 45,Caucasian,0,0,0,7,F,Felony Battery,2,Low,0,Male-Caucasian
Male,42,25 - 45,African-American,0,0,0,1,M,arrest case no charge,5,Medium,0,Male-African-American
Male,49,Greater than 45,Caucasian,0,0,0,3,F,Possession of Cocaine,4,Low,0,Male-Caucasian
Male,29,25 - 45,Hispanic,0,0,0,0,F,Carrying Concealed Firearm,2,Low,0,Male-Hispanic
Female,52,Greater than 45,Caucasian,0,0,0,1,F,Battery on Law Enforc Officer,1,Low,0,Female-Caucasian
Male,37,25 - 45,Hispanic,0,0,0,4,M,Battery,1,Low,1,Male-Hispanic
Male,26,25 - 45,African-American,0,0,0,1,M,Battery,3,Low,0,Male-African-American
Male,47,Greater than 45,Hispanic,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Hispanic
Male,25,25 - 45,African-American,0,0,0,1,F,Possession of Cocaine,6,Medium,0,Male-African-American
Male,21,Less than 25,African-American,1,0,0,1,F,Burglary Conveyance Unoccup,10,High,1,Male-African-American
Male,48,Greater than 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
