sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text
Male,24,Less than 25,African-American,0,0,0,1,F,Pos Methylenedioxymethcath W/I/D/S,6,Medium
Male,21,Less than 25,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,3,Low
Female,35,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low
Male,55,Greater than 45,Caucasian,0,0,0,3,M,Viol Injunction Protect Dom Vi,3,Low
Male,50,Greater than 45,Hispanic,0,0,0,9,M,Battery,5,Medium
Male,28,25 - 45,African-American,0,0,0,0,M,Battery,3,Low
Male,44,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,19,Less than 25,African-American,2,1,1,3,F,Carrying Concealed Firearm,10,High
Female,28,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,4,Low
Male,21,Less than 25,African-American,0,0,0,0,M,Aggravated Assault W/Dead Weap,9,High
Male,21,Less than 25,Caucasian,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",8,High
Male,24,Less than 25,Other,0,0,0,0,M,Possess Drug Paraphernalia,4,Low
Male,23,Less than 25,Hispanic,0,0,0,0,M,Battery,3,Low
Male,27,25 - 45,Caucasian,0,0,0,0,F,Driving While License Revoked,9,High
Male,32,25 - 45,Other,0,0,0,0,M,Resist Officer w/Violence,2,Low
Male,28,25 - 45,African-American,0,0,0,7,F,arrest case no charge,5,Medium
Male,67,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,32,25 - 45,African-American,0,0,0,11,F,Driving While License Revoked,7,Medium
Male,44,25 - 45,African-American,0,0,0,7,F,arrest case no charge,4,Low
Male,25,25 - 45,African-American,0,0,0,1,F,arrest case no charge,4,Low
Female,30,25 - 45,African-American,0,0,0,15,M,Battery,8,High
Male,27,25 - 45,African-American,0,0,0,0,F,arrest case no charge,6,Medium
Male,36,25 - 45,Other,0,0,0,8,M,arrest case no charge,2,Low
Female,25,25 - 45,Caucasian,0,0,0,0,M,Prostitution/Lewd Act Assignation,4,Low
Male,31,25 - 45,Caucasian,0,0,0,5,F,Driving While License Revoked,5,Medium
Male,30,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low
Male,33,25 - 45,African-American,0,0,0,4,F,arrest case no charge,2,Low
Male,52,Greater than 45,Hispanic,0,0,0,5,F,Aggrav Battery w/Deadly Weapon,3,Low
Male,58,Greater than 45,Caucasian,0,0,0,1,F,Aggravated Assault W/Dead Weap,1,Low
Male,32,25 - 45,Caucasian,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1,Low
Male,29,25 - 45,African-American,0,0,0,0,M,DUI Property Damage/Injury,1,Low
Male,39,25 - 45,Caucasian,0,0,0,5,F,Burglary Unoccupied Dwelling,3,Low
Male,24,Less than 25,African-American,0,0,0,0,F,Battery on Law Enforc Officer,3,Low
Male,52,Greater than 45,Caucasian,0,0,0,7,F,Resist Officer w/Violence,2,Low
Male,56,Greater than 45,African-American,0,0,0,3,M,Battery,2,Low
Male,46,Greater than 45,Caucasian,0,0,0,7,F,Grand Theft (Motor Vehicle),6,Medium
Male,38,25 - 45,Caucasian,0,0,0,5,F,Attempted Robbery  Weapon,1,Low
Male,47,Greater than 45,Caucasian,0,0,0,3,M,Petit Theft,5,Medium
Male,32,25 - 45,Caucasian,0,0,0,0,F,Burglary Dwelling Occupied,1,Low
Male,34,25 - 45,African-American,0,1,0,27,M,Battery,7,Medium
Male,42,25 - 45,African-American,0,0,0,5,F,Felony Battery w/Prior Convict,6,Medium
Female,35,25 - 45,African-American,0,0,0,0,M,Battery on a Person Over 65,1,Low
Female,32,25 - 45,Caucasian,0,0,0,2,F,Possession of Cocaine,10,High
Male,24,Less than 25,African-American,0,0,0,1,M,Prowling/Loitering,9,High
Male,26,25 - 45,African-American,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,3,Low
Male,52,Greater than 45,Caucasian,0,0,0,8,F,arrest case no charge,2,Low
Male,27,25 - 45,African-American,0,0,0,1,M,Battery,2,Low
Male,56,Greater than 45,Caucasian,0,0,0,0,F,Retail Theft $300 1st Offense,1,Low
Male,52,Greater than 45,Caucasian,0,0,0,16,F,Possession of Hydrocodone,9,High
Female,36,25 - 45,Caucasian,0,0,0,3,F,arrest case no charge,6,Medium
Female,29,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low
Male,28,25 - 45,African-American,1,0,1,11,F,Possession of Cocaine,8,High
Male,38,25 - 45,African-American,0,0,0,4,M,Susp Drivers Lic 1st Offense,1,Low
Male,30,25 - 45,Other,0,0,0,0,F,Felony Battery (Dom Strang),1,Low
Female,19,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,9,High
Female,37,25 - 45,Caucasian,0,0,0,1,F,Possession Of Methamphetamine,1,Low
Male,34,25 - 45,African-American,0,0,0,0,M,Battery,1,Low
Male,37,25 - 45,Caucasian,0,0,0,7,F,Felony Petit Theft,8,High
Male,21,Less than 25,African-American,0,0,1,1,F,Purchase Cannabis,8,High
Male,21,Less than 25,African-American,0,0,0,0,F,Robbery / No Weapon,9,High
Female,38,25 - 45,Caucasian,0,0,0,3,F,arrest case no charge,4,Low
Male,47,Greater than 45,African-American,0,0,0,1,M,Battery,4,Low
Male,56,Greater than 45,Caucasian,0,0,0,3,F,Battery on a Person Over 65,2,Low
Male,27,25 - 45,African-American,0,0,0,2,F,Tamper With Witness/Victim/CI,7,Medium
Male,23,Less than 25,African-American,0,0,0,0,M,Driving Under The Influence,8,High
Male,57,Greater than 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),1,Low
Male,25,25 - 45,African-American,0,1,0,9,F,arrest case no charge,7,Medium
Female,23,Less than 25,African-American,0,0,0,2,F,Battery on Law Enforc Officer,10,High
Male,32,25 - 45,African-American,0,0,0,8,F,arrest case no charge,10,High
Female,39,25 - 45,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low
Male,21,Less than 25,African-American,0,0,0,1,F,arrest case no charge,6,Medium
Male,31,25 - 45,African-American,0,0,0,2,M,Susp Drivers Lic 1st Offense,4,Low
Male,37,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,27,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low
Male,22,Less than 25,African-American,0,0,0,2,F,Possession Of Alprazolam,4,Low
Male,59,Greater than 45,Caucasian,0,0,0,2,F,Possession Of Methamphetamine,1,Low
Female,33,25 - 45,African-American,0,0,0,0,F,Possession of Cocaine,9,High
Female,43,25 - 45,African-American,0,0,0,2,F,Possession of Cocaine,3,Low
Female,43,25 - 45,Caucasian,0,0,0,3,M,Viol Injunct Domestic Violence,2,Low
Male,50,Greater than 45,African-American,0,0,0,2,M,Ride Tri-Rail Without Paying,5,Medium
Female,54,Greater than 45,Caucasian,0,0,0,1,M,Driving Under The Influence,2,Low
Male,20,Less than 25,African-American,0,0,0,1,F,Grand Theft (Motor Vehicle),10,High
Male,56,Greater than 45,African-American,0,0,0,0,M,Tresspass in Structure or Conveyance,4,Low
Male,25,25 - 45,African-American,1,0,0,2,F,Possession of Cocaine,9,High
Male,48,Greater than 45,African-American,0,0,0,4,F,Grand Theft in the 3rd Degree,6,Medium
Male,34,25 - 45,African-American,1,0,0,21,M,Battery,10,High
Male,28,25 - 45,Caucasian,0,0,0,0,F,Traffick Oxycodone     4g><14g,2,Low
Male,32,25 - 45,Caucasian,0,0,0,1,F,Burglary Structure Unoccup,3,Low
Female,24,Less than 25,African-American,0,0,0,4,F,Possession of Cocaine,9,High
Female,32,25 - 45,Caucasian,0,0,1,4,F,Resist Officer w/Violence,2,Low
Male,37,25 - 45,African-American,0,0,0,20,F,Driving While License Revoked,9,High
Male,35,25 - 45,African-American,0,0,0,1,F,Possession of Cocaine,2,Low
